Date,Close,Open,High,Low,Vol.,Change %
8/12/2019,81.65,81.41,81.95,81.18,3.76M,-0.40%
8/9/2019,81.98,83.14,83.43,81.32,5.46M,-1.23%
8/8/2019,83,81.81,83.36,81.61,6.21M,2.12%
8/7/2019,81.28,80.5,81.82,80.09,6.28M,-0.02%
8/6/2019,81.3,79.85,81.59,79.49,8.66M,2.95%
8/5/2019,78.97,79.66,80.05,78.19,8.49M,-2.67%
8/2/2019,81.14,82.53,83.24,80.79,8.76M,-2.38%
8/1/2019,83.12,85.26,86.77,82.7,7.87M,-3.38%
7/31/2019,86.03,87.09,87.27,85.55,5.82M,-1.34%
7/30/2019,87.2,86.82,87.91,86.36,3.56M,-0.48%
7/29/2019,87.62,87.65,87.87,87.18,4.39M,0.09%
7/26/2019,87.54,87.44,87.84,86.77,3.71M,0.30%
7/25/2019,87.28,86.82,87.5,86.59,4.55M,0.67%
7/24/2019,86.7,86.65,87.21,86.31,6.36M,0.00%
7/23/2019,86.7,86.64,87.1,86.23,5.66M,0.85%
7/22/2019,85.97,86.56,86.99,85.83,6.81M,-0.67%
7/19/2019,86.55,87.73,87.88,86.48,6.64M,-1.02%
7/18/2019,87.44,87.63,87.76,86.75,4.61M,-0.07%
7/17/2019,87.5,88.42,88.69,87.44,4.46M,-1.24%
7/16/2019,88.6,89.5,89.71,88.57,5.81M,-0.98%
7/15/2019,89.48,89.06,89.87,89.06,3.75M,0.40%
7/12/2019,89.12,88.18,89.31,88.01,4.24M,0.94%
7/11/2019,88.29,87.71,88.3,87.4,3.94M,0.97%
7/10/2019,87.44,88.48,88.94,87.39,5.99M,-0.68%
7/9/2019,88.04,88.1,88.8,87.82,6.22M,-0.50%
7/8/2019,88.48,86.06,88.52,85.97,7.05M,1.91%
7/5/2019,86.82,85.8,86.91,85.42,6.44M,0.72%
7/3/2019,86.2,85.33,86.29,85.12,4.01M,1.46%
