Date,Open,High,Low,Close,Volume
03/01/2021,"235.90","237.47","233.15","236.94","25,332,840"
02/26/2021,"231.53","235.37","229.54","232.38","37,819,230"
02/25/2021,"232.08","234.59","227.88","228.99","39,542,238"
02/24/2021,"230.01","235.20","229.00","234.55","26,339,750"
02/23/2021,"230.33","234.83","228.73","233.27","30,228,699"
02/22/2021,"237.42","237.93","232.40","234.51","36,446,941"
02/19/2021,"243.75","243.86","240.18","240.97","25,262,600"
02/18/2021,"241.80","243.93","240.86","243.79","16,925,561"
02/17/2021,"241.32","244.31","240.94","244.20","21,673,109"
02/16/2021,"245.03","246.13","242.92","243.70","26,728,490"
02/12/2021,"243.93","245.30","242.73","244.99","16,561,080"
02/11/2021,"244.78","245.15","242.15","244.49","15,751,060"
02/10/2021,"245.00","245.92","240.89","242.82","22,186,711"
02/09/2021,"241.87","244.76","241.38","243.77","23,564,949"
02/08/2021,"243.15","243.68","240.81","242.47","22,211,930"
02/05/2021,"242.23","243.28","240.42","242.20","18,054,750"
02/04/2021,"242.66","243.24","240.37","242.01","25,296,100"
02/03/2021,"239.57","245.09","239.26","243.00","27,158,100"
02/02/2021,"241.30","242.31","238.69","239.51","25,916,340"
02/01/2021,"235.06","242.50","232.43","239.65","33,314,191"
01/29/2021,"235.99","238.02","231.35","231.96","42,503,141"
01/28/2021,"235.61","242.64","235.09","238.93","49,111,160"
01/27/2021,"238.00","240.44","230.14","232.90","69,870,641"
01/26/2021,"231.86","234.18","230.08","232.33","49,169,602"
01/25/2021,"229.12","229.78","224.22","229.53","33,152,102"
01/22/2021,"227.08","230.07","225.80","225.95","30,172,660"
01/21/2021,"224.70","226.30","222.42","224.97","30,749,551"
01/20/2021,"217.70","225.79","217.29","224.34","37,777,262"
01/19/2021,"213.75","216.98","212.63","216.44","30,480,859"
01/15/2021,"213.52","214.51","212.03","212.65","31,746,510"
01/14/2021,"215.91","217.46","212.74","213.02","29,346,740"
01/13/2021,"214.02","216.76","213.93","216.34","20,087,080"
01/12/2021,"216.50","217.10","213.32","214.93","23,249,340"
01/11/2021,"218.47","218.91","216.73","217.49","23,047,029"
01/08/2021,"218.68","220.58","217.03","219.62","22,956,211"
01/07/2021,"214.04","219.34","213.71","218.29","27,694,480"
01/06/2021,"212.17","216.49","211.94","212.25","35,930,648"
01/05/2021,"217.26","218.52","215.70","217.90","23,822,949"
01/04/2021,"222.53","223.00","214.81","217.69","37,130,141"
12/31/2020,"221.70","223.00","219.68","222.42","20,942,131"
12/30/2020,"225.23","225.63","221.47","221.68","20,272,340"
12/29/2020,"226.31","227.18","223.58","224.15","17,403,211"
12/28/2020,"224.45","226.03","223.02","224.96","17,933,500"
12/24/2020,"221.42","223.61","221.20","222.75","10,550,570"
12/23/2020,"223.11","223.56","220.80","221.02","18,699,641"
12/22/2020,"222.69","225.63","221.85","223.94","22,643,400"
12/21/2020,"217.55","224.00","217.28","222.59","37,181,887"
12/18/2020,"218.59","219.69","216.02","218.59","63,354,922"
12/17/2020,"219.87","220.89","217.92","219.42","32,515,779"
12/16/2020,"214.75","220.11","214.72","219.28","35,023,246"
12/15/2020,"215.17","215.42","212.24","214.13","27,018,109"
12/14/2020,"213.10","216.21","212.88","214.20","28,798,381"
12/11/2020,"210.05","213.32","209.11","213.26","30,979,439"
12/10/2020,"211.77","213.08","210.36","210.52","26,467,020"
12/09/2020,"215.16","215.23","211.21","211.80","32,440,600"
12/08/2020,"213.97","216.95","212.89","216.01","23,284,090"
12/07/2020,"214.37","215.54","212.99","214.29","24,620,000"
12/04/2020,"214.22","215.38","213.18","214.36","24,666,039"
12/03/2020,"214.61","216.38","213.65","214.24","25,120,920"
12/02/2020,"214.88","215.47","212.80","215.37","23,724,510"
12/01/2020,"214.51","217.32","213.35","216.21","30,931,320"
11/30/2020,"214.10","214.76","210.84","214.07","33,064,750"
11/27/2020,"214.85","216.27","214.04","215.23","14,512,210"
11/25/2020,"215.11","215.29","212.46","213.87","21,012,891"
11/24/2020,"209.59","214.25","208.86","213.86","33,979,727"
11/23/2020,"210.95","212.29","208.16","210.11","25,683,510"
11/20/2020,"212.20","213.29","210.00","210.39","22,843,119"
11/19/2020,"211.38","213.03","209.93","212.42","24,792,750"
11/18/2020,"213.65","215.17","210.93","211.08","28,372,789"
11/17/2020,"216.10","217.68","214.08","214.46","24,154,109"
11/16/2020,"214.87","217.74","214.52","217.23","24,953,340"
11/13/2020,"216.36","217.42","214.16","216.51","18,630,311"
11/12/2020,"217.21","219.11","214.46","215.44","21,616,119"
11/11/2020,"212.39","218.04","212.20","216.55","29,440,789"
11/10/2020,"214.50","216.50","209.72","211.01","44,045,121"
11/09/2020,"224.44","228.12","217.88","218.39","44,394,953"
11/06/2020,"222.26","224.36","218.03","223.72","25,231,900"
11/05/2020,"222.04","224.12","221.15","223.29","36,080,141"
11/04/2020,"214.02","218.32","212.42","216.39","42,311,781"
11/03/2020,"203.89","208.12","203.12","206.43","27,512,029"
11/02/2020,"204.29","205.28","200.12","202.33","30,842,160"
10/30/2020,"203.50","204.29","199.62","202.47","36,980,113"
10/29/2020,"204.07","207.36","203.37","204.72","31,432,561"
10/28/2020,"207.67","208.84","202.10","202.68","51,195,594"
10/27/2020,"211.59","214.67","210.33","213.25","36,700,328"
10/26/2020,"213.85","216.34","208.10","210.08","37,111,559"
10/23/2020,"215.03","216.28","213.16","216.23","18,879,609"
10/22/2020,"213.93","216.06","211.70","214.89","22,351,449"
10/21/2020,"213.12","216.92","213.12","214.80","22,724,910"
10/20/2020,"215.80","217.37","213.09","214.65","22,753,510"
10/19/2020,"220.42","222.30","213.72","214.22","27,625,840"
10/16/2020,"220.15","222.29","219.32","219.66","26,057,881"
