Date,Close,Open,High,Low,Vol.,Change %
7/9/2019,56.21,55.52,56.39,55.36,29.47M,0.66%
7/8/2019,55.84,56.29,56.36,55.59,29.89M,-1.40%
7/5/2019,56.63,55.97,56.73,55.88,29.79M,0.85%
7/3/2019,56.15,55.92,56.4,55.74,20.15M,0.93%
7/2/2019,55.63,55.24,55.64,54.98,20.64M,1.15%
7/1/2019,55,55.05,55.43,54.77,29.29M,1.59%
6/28/2019,54.14,53.86,54.14,53.69,33.67M,0.58%
6/27/2019,53.83,54.34,54.42,53.79,24.08M,-0.35%
6/26/2019,54.02,54.55,54.76,53.68,34.70M,-0.66%
6/25/2019,54.38,55.75,55.78,54.23,31.64M,-2.61%
6/24/2019,55.84,56,56.18,55.67,24.24M,-0.76%
6/21/2019,56.27,55.49,56.33,55.49,50.78M,1.10%
6/20/2019,55.66,56.09,56.14,55.35,24.02M,0.78%
6/19/2019,55.23,55.36,55.47,54.8,26.72M,-0.05%
6/18/2019,55.26,55.58,55.94,55.04,34.53M,1.04%
6/17/2019,54.69,54.45,55.06,54.4,19.77M,0.70%
6/14/2019,54.31,54.49,54.74,54.07,24.59M,-0.44%
6/13/2019,54.55,54.24,54.83,54.13,20.81M,1.11%
6/12/2019,53.95,54,54.13,53.48,23.67M,-0.19%
6/11/2019,54.05,54.85,55.2,53.98,33.52M,-0.17%
6/10/2019,54.14,53.85,54.74,53.76,28.51M,1.35%
6/7/2019,53.42,52.71,53.67,52.56,43.83M,1.97%
6/6/2019,52.39,52.31,52.5,51.78,29.02M,0.31%
6/5/2019,52.23,52.75,52.84,51.65,46.99M,-0.93%
6/4/2019,52.72,52.22,52.92,51.8,60.51M,1.50%
6/3/2019,51.94,53.35,53.35,51.35,96.89M,-6.13%
5/31/2019,55.33,55.28,55.67,55.17,31.59M,-1.32%
5/30/2019,56.07,56.01,56.34,55.8,18.09M,0.12%
5/29/2019,56,56.63,56.75,55.6,36.23M,-1.72%
5/28/2019,56.98,57.07,57.82,56.93,20.95M,0.09%
5/24/2019,56.93,57.6,57.72,56.84,18.55M,-0.59%
5/23/2019,57.27,57.3,57.5,56.66,25.21M,-0.90%
5/22/2019,57.79,57.56,58.19,57.55,18.83M,0.12%
5/21/2019,57.72,57.72,57.9,57.17,20.56M,0.86%
5/20/2019,57.23,57.65,57.65,56.91,30.60M,-2.07%
5/17/2019,58.44,58.79,59.31,58.32,25.36M,-1.33%
5/16/2019,59.23,58.59,59.71,58.42,35.31M,1.18%
5/15/2019,58.54,56.13,58.91,56.07,59.30M,4.09%
5/14/2019,56.24,57.12,57.24,56.18,40.39M,-1.04%
5/13/2019,56.83,57.26,57.6,56.27,45.63M,-2.66%
5/10/2019,58.38,58.44,58.81,57.32,31.65M,-0.03%
5/9/2019,58.4,58.13,58.7,57.73,29.56M,-0.24%
5/8/2019,58.54,58.86,59.21,58.38,25.52M,-0.68%
5/7/2019,58.94,59.29,59.74,58.25,36.60M,-1.22%
5/6/2019,59.67,58.6,59.77,58.56,31.77M,0.32%
5/3/2019,59.48,58.87,59.57,58.68,41.59M,1.97%
5/2/2019,58.33,58.63,58.97,57.92,45.10M,-0.58%
5/1/2019,58.67,59.88,59.96,58.58,74.34M,-2.14%
4/30/2019,59.95,59.53,60.05,59.15,133.18M,-7.50%
4/29/2019,64.81,64.03,64.85,63.59,72.37M,1.47%
4/26/2019,63.87,63.67,63.95,63.25,27.23M,0.79%
4/25/2019,63.37,63.52,63.64,62.9,31.34M,0.59%
4/24/2019,63,63.53,63.7,62.99,23.40M,-0.83%
4/23/2019,63.53,62.83,63.72,62.6,31.87M,1.34%
4/22/2019,62.69,61.83,62.72,61.67,19.09M,1.00%
4/18/2019,62.07,62.25,62.3,61.97,24.76M,0.10%
4/17/2019,62.01,61.85,62.25,61.65,30.37M,0.67%
4/16/2019,61.6,61.5,61.8,61.25,22.62M,0.44%
4/15/2019,61.33,61.2,61.46,60.73,23.80M,0.31%
4/12/2019,61.14,60.78,61.15,60.66,24.31M,1.09%
4/11/2019,60.48,60.45,60.64,60.23,17.00M,0.27%
4/10/2019,60.32,60.25,60.45,60.03,15.51M,0.32%
4/9/2019,60.13,60.09,60.36,59.92,19.68M,-0.46%
4/8/2019,60.41,60.56,60.7,60.23,21.75M,-0.26%
4/5/2019,60.57,60.97,61.02,60.5,20.02M,-0.66%
4/4/2019,60.97,60.56,61.03,60.45,21.02M,0.71%
4/3/2019,60.54,60.63,61.03,60.25,22.19M,0.43%
4/2/2019,60.28,60,60.29,59.56,18.29M,0.55%
4/1/2019,59.95,59.38,60.01,59.32,27.71M,1.89%
3/29/2019,58.84,59.01,59.2,58.32,30.89M,0.39%
3/28/2019,58.61,58.77,58.86,58.17,22.40M,-0.49%
3/27/2019,58.9,59.6,59.6,58.21,29.43M,-0.99%
3/26/2019,59.49,60.26,60.38,59.09,30.75M,-0.63%
3/25/2019,59.87,59.98,60.47,59.5,27.58M,-0.84%
3/22/2019,60.38,61.44,61.68,60.3,34.42M,-2.31%
3/21/2019,61.81,61,61.82,60.83,28.15M,0.80%
3/20/2019,61.32,60.07,61.5,59.98,41.51M,2.00%
3/19/2019,60.12,59.59,60.17,59.47,29.79M,1.16%
3/18/2019,59.43,59.48,59.75,59.07,24.44M,-0.15%
3/15/2019,59.52,59.9,60.09,59.35,51.87M,-0.18%
3/14/2019,59.63,59.95,60.23,59.56,27.30M,-0.53%
3/13/2019,59.95,60.3,60.36,59.9,25.89M,0.15%
3/12/2019,59.86,59.12,60.29,59.12,42.22M,1.53%
3/11/2019,58.96,57.6,59,57.58,30.03M,2.54%
3/8/2019,57.5,56.7,57.67,56.51,23.69M,-0.07%
3/7/2019,57.54,58.02,58.18,57.09,30.09M,-1.22%
3/6/2019,58.25,58.59,58.74,58.15,23.60M,-0.36%
3/5/2019,58.46,57.8,58.82,57.65,40.09M,1.37%
3/4/2019,57.67,57.73,58.28,56.91,35.49M,0.42%
3/1/2019,57.43,56.55,57.5,56.55,34.09M,1.95%
