Date,Close,Open,High,Low,Vol.,Change %
1/6/2021,126.6,127.72,131.05,126.38,155.09M,-3.37%
1/5/2021,131.01,128.89,131.74,128.43,97.66M,1.24%
1/4/2021,129.41,133.52,133.61,126.76,143.30M,-2.47%
12/31/2020,132.69,134.08,134.74,131.72,99.12M,-0.77%
12/30/2020,133.72,135.58,135.99,133.4,96.45M,-0.85%
12/29/2020,134.87,138.05,138.79,134.34,121.05M,-1.33%
12/28/2020,136.69,133.99,137.34,133.51,124.49M,3.58%
12/24/2020,131.97,131.32,133.46,131.1,54.93M,0.77%
12/23/2020,130.96,132.16,132.43,130.78,88.22M,-0.70%
12/22/2020,131.88,131.61,134.41,129.65,169.35M,2.85%
12/21/2020,128.23,125.02,128.31,123.45,121.25M,1.24%
12/18/2020,126.66,128.96,129.1,126.12,192.54M,-1.59%
12/17/2020,128.7,128.9,129.58,128.04,94.36M,0.70%
12/16/2020,127.81,127.41,128.37,126.56,98.21M,-0.05%
12/15/2020,127.88,124.34,127.9,124.13,157.57M,5.01%
12/14/2020,121.78,122.6,123.35,121.54,79.08M,-0.51%
12/11/2020,122.41,122.43,122.76,120.55,86.94M,-0.67%
12/10/2020,123.24,120.5,123.87,120.15,81.31M,1.20%
12/9/2020,121.78,124.53,125.95,121,115.09M,-2.09%
12/8/2020,124.38,124.37,124.98,123.09,82.23M,0.51%
12/7/2020,123.75,122.31,124.57,122.25,86.71M,1.23%
12/4/2020,122.25,122.6,122.86,121.52,78.26M,-0.56%
12/3/2020,122.94,123.52,123.78,122.21,78.97M,-0.11%
12/2/2020,123.08,122.02,123.37,120.89,89.00M,0.29%
12/1/2020,122.72,121.01,123.47,120.01,128.17M,3.08%
11/30/2020,119.05,116.97,120.97,116.81,169.41M,2.11%
11/27/2020,116.59,116.57,117.49,116.22,46.69M,0.48%
11/25/2020,116.03,115.55,116.75,115.17,76.50M,0.75%
11/24/2020,115.17,113.91,115.85,112.59,113.87M,1.16%
11/23/2020,113.85,117.18,117.62,113.75,127.96M,-2.97%
11/20/2020,117.34,118.64,118.77,117.29,73.60M,-1.10%
11/19/2020,118.64,117.59,119.06,116.81,74.11M,0.52%
11/18/2020,118.03,118.61,119.82,118,76.32M,-1.14%
11/17/2020,119.39,119.55,120.67,118.96,74.27M,-0.76%
11/16/2020,120.3,118.92,120.99,118.15,91.18M,0.87%
11/13/2020,119.26,119.44,119.67,117.87,81.69M,0.04%
11/12/2020,119.21,119.62,120.53,118.57,103.35M,-0.23%
11/11/2020,119.49,117.19,119.63,116.44,112.29M,3.04%
11/10/2020,115.97,115.55,117.59,114.13,138.02M,-0.30%
11/9/2020,116.32,120.5,121.99,116.05,154.52M,-2.00%
11/6/2020,118.69,118.32,119.2,116.13,114.46M,-0.29%
11/5/2020,119.03,117.95,119.62,116.87,126.39M,3.55%
11/4/2020,114.95,114.14,115.59,112.35,138.24M,4.08%
11/3/2020,110.44,109.66,111.49,108.73,107.62M,1.54%
11/2/2020,108.77,109.11,110.68,107.32,122.87M,-0.08%
10/30/2020,108.86,111.06,111.99,107.72,190.57M,-5.60%
10/29/2020,115.32,112.37,116.93,112.2,146.13M,3.71%
10/28/2020,111.2,115.05,115.43,111.1,143.94M,-4.63%
10/27/2020,116.6,115.49,117.28,114.54,92.28M,1.35%
10/26/2020,115.05,114.01,116.55,112.88,111.85M,0.01%
10/23/2020,115.04,116.39,116.55,114.28,82.57M,-0.61%
10/22/2020,115.75,117.45,118.04,114.59,101.99M,-0.96%
10/21/2020,116.87,116.67,118.7,116.45,89.95M,-0.54%
10/20/2020,117.51,116.2,118.98,115.63,124.42M,1.32%
10/19/2020,115.98,119.96,120.42,115.66,120.64M,-2.55%
10/16/2020,119.02,121.28,121.55,118.81,115.39M,-1.40%
10/15/2020,120.71,118.72,121.2,118.15,112.56M,-0.40%
10/14/2020,121.19,121,123.03,119.62,151.06M,0.07%
10/13/2020,121.1,125.27,125.39,119.65,262.33M,-2.65%
10/12/2020,124.4,120.06,125.18,119.28,240.23M,6.35%
10/9/2020,116.97,115.28,117,114.92,100.51M,1.74%
10/8/2020,114.97,116.25,116.4,114.59,83.48M,-0.10%
10/7/2020,115.08,114.62,115.55,114.13,96.85M,1.70%
10/6/2020,113.16,115.7,116.12,112.25,161.50M,-2.87%
10/5/2020,116.5,113.91,116.65,113.55,106.24M,3.08%
10/2/2020,113.02,112.89,115.37,112.22,144.71M,-3.23%
10/1/2020,116.79,117.64,117.72,115.83,116.12M,0.85%
9/30/2020,115.81,113.79,117.26,113.62,142.68M,1.51%
9/29/2020,114.09,114.55,115.31,113.57,100.06M,-0.76%
9/28/2020,114.96,115.01,115.32,112.78,137.67M,2.39%
9/25/2020,112.28,108.43,112.44,107.67,149.98M,3.75%
9/24/2020,108.22,105.17,110.25,105,167.74M,1.03%
9/23/2020,107.12,111.62,112.11,106.77,150.72M,-4.19%
9/22/2020,111.81,112.68,112.86,109.16,183.06M,1.57%
9/21/2020,110.08,104.54,110.19,103.1,195.71M,3.03%
9/18/2020,106.84,110.4,110.88,106.09,287.10M,-3.17%
9/17/2020,110.34,109.72,112.2,108.71,178.01M,-1.60%
9/16/2020,112.13,115.23,116,112.04,155.03M,-2.95%
9/15/2020,115.54,118.33,118.83,113.61,184.64M,0.16%
9/14/2020,115.36,114.72,115.93,112.8,140.15M,3.00%
9/11/2020,112,114.57,115.23,110,180.86M,-1.31%
9/10/2020,113.49,120.36,120.5,112.5,182.27M,-3.26%
9/9/2020,117.32,117.26,119.14,115.26,176.94M,3.99%
9/8/2020,112.82,113.95,118.99,112.68,231.37M,-6.73%
9/4/2020,120.96,120.07,123.7,110.89,332.61M,0.07%
9/3/2020,120.88,126.91,128.84,120.5,257.60M,-8.01%
9/2/2020,131.4,137.59,137.98,127,200.12M,-2.07%
9/1/2020,134.18,132.76,134.8,130.53,152.47M,3.98%
8/31/2020,129.04,127.58,131,126,225.70M,3.39%
8/28/2020,124.81,126.01,126.44,124.58,187.63M,-0.16%
8/27/2020,125.01,127.14,127.48,123.83,155.55M,-1.19%
8/26/2020,126.52,126.18,126.99,125.08,163.02M,1.35%
8/25/2020,124.83,124.7,125.18,123.05,211.50M,-0.82%
8/24/2020,125.86,128.7,128.78,123.94,345.94M,1.20%
8/21/2020,124.37,119.26,124.87,119.25,338.05M,5.15%
8/20/2020,118.28,115.75,118.39,115.73,126.91M,2.22%
8/19/2020,115.71,115.98,117.16,115.61,145.54M,0.13%
8/18/2020,115.56,114.35,116,114.01,105.63M,0.83%
8/17/2020,114.61,116.06,116.09,113.96,119.56M,-0.26%
8/14/2020,114.91,114.83,115,113.05,165.57M,-0.09%
8/13/2020,115.01,114.43,116.04,113.93,210.08M,1.77%
8/12/2020,113.01,110.5,113.28,110.3,165.94M,3.32%
8/11/2020,109.38,111.97,112.48,109.11,187.90M,-2.97%
8/10/2020,112.73,112.6,113.78,110,212.40M,1.46%
8/7/2020,111.11,113.2,113.67,110.29,198.05M,-2.45%
8/6/2020,113.9,110.41,114.41,109.8,202.43M,3.49%
8/5/2020,110.06,109.38,110.39,108.9,121.99M,0.36%
8/4/2020,109.67,109.13,110.79,108.39,172.79M,0.67%
8/3/2020,108.94,108.2,111.64,107.89,308.15M,2.52%
7/31/2020,106.26,102.88,106.42,100.83,374.30M,10.47%
7/30/2020,96.19,94.19,96.3,93.77,158.13M,1.21%
7/29/2020,95.04,93.75,95.23,93.71,90.33M,1.92%
7/28/2020,93.25,94.37,94.55,93.25,103.63M,-1.65%
7/27/2020,94.81,93.71,94.91,93.48,121.21M,2.38%
7/24/2020,92.61,90.99,92.97,89.14,185.44M,-0.25%
7/23/2020,92.84,97,97.08,92.01,197.00M,-4.55%
7/22/2020,97.27,96.69,97.97,96.6,89.00M,0.28%
7/21/2020,97,99.17,99.25,96.74,103.65M,-1.38%
7/20/2020,98.36,96.42,98.5,96.06,90.32M,2.11%
7/17/2020,96.33,96.99,97.15,95.84,92.19M,-0.20%
7/16/2020,96.52,96.56,97.41,95.91,110.58M,-1.23%
7/15/2020,97.72,98.99,99.25,96.49,153.20M,0.68%
7/14/2020,97.06,94.84,97.25,93.88,170.99M,1.65%
7/13/2020,95.48,97.27,99.95,95.26,191.65M,-0.46%
7/10/2020,95.92,95.33,95.98,94.71,90.26M,0.25%
7/9/2020,95.68,96.26,96.32,94.67,125.64M,0.36%
7/8/2020,95.34,94.18,95.38,94.09,117.09M,2.33%
7/7/2020,93.17,93.85,94.66,93.06,112.42M,-0.31%
7/6/2020,93.46,92.5,93.94,92.47,118.66M,2.67%
7/2/2020,91.03,91.96,92.62,90.91,114.04M,0.00%
7/1/2020,91.03,91.28,91.84,90.98,110.74M,-0.19%
6/30/2020,91.2,90.02,91.5,90,140.22M,0.84%
6/29/2020,90.44,88.31,90.54,87.82,130.65M,2.30%
6/26/2020,88.41,91.1,91.33,88.25,205.26M,-3.07%
6/25/2020,91.21,90.17,91.25,89.39,137.52M,1.32%
6/24/2020,90.02,91.25,92.2,89.63,192.62M,-1.76%
6/23/2020,91.63,91,93.09,90.57,212.16M,2.13%
6/22/2020,89.72,87.83,89.86,87.79,135.45M,2.62%
6/19/2020,87.43,88.66,89.14,86.29,264.48M,-0.57%
6/18/2020,87.93,87.85,88.36,87.31,96.82M,0.03%
6/17/2020,87.9,88.79,88.85,87.77,114.41M,-0.14%
6/16/2020,88.02,87.86,88.3,86.18,165.43M,2.65%
6/15/2020,85.75,83.31,86.42,83.14,138.81M,1.24%
6/12/2020,84.7,86.18,86.95,83.56,200.15M,0.87%
6/11/2020,83.97,87.33,87.77,83.87,201.66M,-4.81%
6/10/2020,88.21,86.97,88.69,86.52,166.65M,2.57%
6/9/2020,86,83.03,86.4,83,147.71M,3.17%
6/8/2020,83.36,82.56,83.4,81.83,95.65M,0.58%
6/5/2020,82.88,80.84,82.94,80.81,137.25M,2.85%
6/4/2020,80.58,81.1,81.41,80.19,87.56M,-0.86%
6/3/2020,81.28,81.17,81.55,80.58,104.49M,0.56%
6/2/2020,80.83,80.19,80.86,79.73,87.64M,0.46%
6/1/2020,80.46,79.44,80.59,79.3,81.02M,1.23%
5/29/2020,79.48,79.81,80.29,79.12,153.60M,-0.10%
5/28/2020,79.56,79.19,80.86,78.91,133.80M,0.04%
5/27/2020,79.53,79.03,79.68,78.27,112.95M,0.44%
5/26/2020,79.18,80.88,81.06,79.12,125.52M,-0.68%
5/22/2020,79.72,78.94,79.81,78.84,81.80M,0.64%
5/21/2020,79.21,79.67,80.22,78.97,102.69M,-0.75%
5/20/2020,79.81,79.17,79.88,79.05,111.50M,1.95%
5/19/2020,78.28,78.76,79.63,78.25,101.73M,-0.58%
5/18/2020,78.74,78.29,79.12,77.58,135.37M,2.35%
5/15/2020,76.93,75.09,76.97,75.05,166.35M,-0.59%
5/14/2020,77.39,76.13,77.45,75.38,158.93M,0.62%
5/13/2020,76.91,78.04,78.99,75.8,200.62M,-1.21%
5/12/2020,77.85,79.46,79.92,77.73,162.30M,-1.14%
5/11/2020,78.75,77.03,79.26,76.81,145.95M,1.57%
5/8/2020,77.53,76.41,77.59,76.07,134.05M,2.09%
5/7/2020,75.94,75.81,76.29,75.49,115.22M,1.04%
5/6/2020,75.16,75.11,75.81,74.72,142.33M,1.04%
5/5/2020,74.39,73.77,75.25,73.61,147.75M,1.50%
5/4/2020,73.29,72.29,73.42,71.58,133.57M,1.41%
5/1/2020,72.27,71.56,74.75,71.46,240.62M,-1.61%
4/30/2020,73.45,72.49,73.63,72.09,183.06M,2.11%
4/29/2020,71.93,71.18,72.42,70.97,137.28M,3.29%
4/28/2020,69.64,71.27,71.46,69.55,112.00M,-1.62%
4/27/2020,70.79,70.45,71.14,69.99,117.09M,0.07%
4/24/2020,70.74,69.3,70.75,69.25,126.51M,2.88%
4/23/2020,68.76,68.97,70.44,68.72,124.81M,-0.39%
4/22/2020,69.03,68.4,69.47,68.05,117.06M,2.89%
4/21/2020,67.09,69.07,69.31,66.36,180.99M,-3.09%
4/20/2020,69.23,69.49,70.42,69.21,130.02M,-2.08%
4/17/2020,70.7,71.17,71.74,69.22,215.25M,-1.35%
4/16/2020,71.67,71.84,72.05,70.59,157.13M,0.79%
4/15/2020,71.11,70.6,71.58,70.16,131.15M,-0.91%
4/14/2020,71.76,70,72.06,69.51,194.99M,5.05%
4/13/2020,68.31,67.08,68.42,66.46,131.02M,1.96%
4/9/2020,67,67.17,67.52,66.17,162.12M,0.72%
4/8/2020,66.52,65.69,66.84,65.31,168.90M,2.56%
4/7/2020,64.86,67.7,67.92,64.75,202.89M,-1.16%
4/6/2020,65.62,62.73,65.78,62.34,201.82M,8.73%
4/3/2020,60.35,60.7,61.42,59.74,129.88M,-1.44%
4/2/2020,61.23,60.09,61.29,59.23,165.93M,1.66%
4/1/2020,60.23,61.62,62.18,59.78,176.22M,-5.25%
3/31/2020,63.57,63.9,65.62,63,197.00M,-0.20%
3/30/2020,63.7,62.69,63.88,62.35,167.98M,2.84%
3/27/2020,61.94,63.19,63.97,61.76,204.22M,-4.13%
3/26/2020,64.61,61.63,64.67,61.59,252.56M,5.26%
3/25/2020,61.38,62.69,64.56,61.08,303.60M,-0.55%
3/24/2020,61.72,59.09,61.92,58.58,287.53M,10.04%
3/23/2020,56.09,57.02,57.12,53.15,336.75M,-2.13%
3/20/2020,57.31,61.8,62.96,57,401.69M,-6.36%
3/19/2020,61.2,61.85,63.21,60.65,271.86M,-0.76%
3/18/2020,61.67,59.94,62.5,59.28,300.23M,-2.45%
3/17/2020,63.22,61.88,64.4,59.6,324.06M,4.41%
3/16/2020,60.55,60.49,64.77,60,322.42M,-12.87%
3/13/2020,69.49,66.22,69.98,63.24,370.73M,11.97%
3/12/2020,62.06,63.98,67.5,62,418.47M,-9.88%
3/11/2020,68.86,69.35,70.31,67.97,256.38M,-3.46%
3/10/2020,71.33,69.28,71.61,67.34,285.29M,7.20%
3/9/2020,66.54,65.94,69.52,65.75,286.74M,-7.92%
3/6/2020,72.26,70.5,72.7,70.31,226.18M,-1.32%
3/5/2020,73.23,73.88,74.89,72.85,187.57M,-3.25%
3/4/2020,75.69,74.11,75.85,73.28,219.18M,4.65%
3/3/2020,72.33,75.92,76,71.45,319.48M,-3.17%
3/2/2020,74.7,70.57,75.36,69.43,341.40M,9.31%
2/28/2020,68.34,64.31,69.6,64.09,426.88M,-0.06%
2/27/2020,68.38,70.28,71.5,68.24,320.61M,-6.53%
2/26/2020,73.16,71.63,74.47,71.62,198.71M,1.58%
2/25/2020,72.02,75.24,75.63,71.53,230.67M,-3.39%
2/24/2020,74.55,74.31,76.05,72.31,222.20M,-4.74%
2/21/2020,78.26,79.66,80.11,77.62,129.71M,-2.27%
2/20/2020,80.08,80.66,81.16,79.55,100.57M,-1.03%
2/19/2020,80.91,80,81.14,80,93.98M,1.45%
2/18/2020,79.75,78.84,79.94,78.65,152.76M,-1.83%
2/14/2020,81.24,81.19,81.5,80.71,80.11M,0.02%
2/13/2020,81.22,81.05,81.56,80.84,94.75M,-0.71%
2/12/2020,81.8,80.37,81.81,80.37,113.73M,2.38%
2/11/2020,79.9,80.9,80.97,79.68,94.32M,-0.61%
2/10/2020,80.39,78.55,80.39,78.46,109.35M,0.47%
2/7/2020,80.01,80.59,80.85,79.5,117.68M,-1.59%
2/6/2020,81.3,80.64,81.31,80.07,105.43M,1.17%
2/5/2020,80.36,80.88,81.19,79.74,118.83M,0.82%
2/4/2020,79.71,78.83,79.91,78.41,136.62M,3.29%
2/3/2020,77.17,76.08,78.37,75.56,173.99M,-0.27%
1/31/2020,77.38,80.23,80.67,77.07,199.59M,-4.43%
1/30/2020,80.97,80.14,81.02,79.69,126.74M,-0.14%
1/29/2020,81.08,81.11,81.96,80.34,216.60M,2.09%
1/28/2020,79.42,78.15,79.6,78.05,162.23M,2.82%
1/27/2020,77.24,77.52,77.94,76.22,161.94M,-2.94%
1/24/2020,79.58,80.06,80.83,79.38,146.54M,-0.29%
1/23/2020,79.81,79.48,79.89,78.91,104.47M,0.49%
1/22/2020,79.42,79.64,80,79.33,101.83M,0.35%
1/21/2020,79.14,79.3,79.75,79,110.84M,-0.68%
1/17/2020,79.68,79.07,79.69,78.75,137.82M,1.10%
1/16/2020,78.81,78.4,78.92,78.02,108.83M,1.26%
1/15/2020,77.83,77.96,78.88,77.39,121.92M,-0.43%
1/14/2020,78.17,79.17,79.39,78.04,162.61M,-1.35%
1/13/2020,79.24,77.91,79.27,77.79,122.09M,2.14%
1/10/2020,77.58,77.65,78.17,77.06,140.87M,0.22%
1/9/2020,77.41,76.81,77.61,76.55,170.49M,2.12%
1/8/2020,75.8,74.29,76.11,74.29,132.36M,1.61%
1/7/2020,74.6,74.96,75.22,74.37,111.51M,-0.47%
1/6/2020,74.95,73.45,74.99,73.19,118.58M,0.79%
1/3/2020,74.36,74.29,75.14,74.12,146.54M,-0.97%
1/2/2020,75.09,74.06,75.15,73.8,135.65M,2.29%
12/31/2019,73.41,72.48,73.42,72.38,100.99M,0.73%
12/30/2019,72.88,72.36,73.17,71.31,144.24M,0.59%
12/27/2019,72.45,72.78,73.49,72.03,146.37M,-0.04%
12/26/2019,72.48,71.2,72.5,71.17,93.34M,1.98%
12/24/2019,71.07,71.17,71.22,70.73,48.48M,0.10%
12/23/2019,71,70.13,71.06,70.09,98.71M,1.63%
12/20/2019,69.86,70.56,70.66,69.64,276.13M,-0.20%
12/19/2019,70,69.88,70.3,69.74,98.51M,0.09%
12/18/2019,69.94,69.95,70.47,69.78,116.10M,-0.23%
12/17/2019,70.1,69.89,70.44,69.7,114.30M,0.19%
12/16/2019,69.97,69.25,70.2,69.25,128.32M,1.72%
12/13/2019,68.79,67.86,68.83,67.73,133.73M,1.37%
12/12/2019,67.86,66.94,68.14,66.83,137.75M,0.25%
12/11/2019,67.69,67.2,67.78,67.12,78.89M,0.85%
12/10/2019,67.12,67.15,67.52,66.47,90.53M,0.58%
12/9/2019,66.73,67.5,67.7,66.23,128.73M,-1.40%
12/6/2019,67.68,66.87,67.75,66.83,106.19M,1.94%
12/5/2019,66.39,65.95,66.47,65.68,74.65M,1.45%
12/4/2019,65.44,65.27,65.83,65.17,67.24M,0.89%
12/3/2019,64.86,64.58,64.88,64.07,117.51M,-1.79%
12/2/2019,66.04,66.82,67.06,65.86,94.77M,-1.15%
11/29/2019,66.81,66.65,67,66.47,46.62M,-0.22%
11/27/2019,66.96,66.39,67,66.33,65.54M,1.35%
11/26/2019,66.07,66.73,66.79,65.62,105.34M,-0.78%
11/25/2019,66.59,65.68,66.61,65.63,84.12M,1.76%
11/22/2019,65.44,65.65,65.8,65.21,65.33M,-0.09%
11/21/2019,65.5,65.92,66,65.3,121.40M,-0.46%
11/20/2019,65.8,66.39,66.52,65.1,106.44M,-1.16%
11/19/2019,66.57,66.97,67,66.35,76.28M,-0.31%
11/18/2019,66.78,66.45,66.86,66.06,86.80M,0.51%
11/15/2019,66.44,65.92,66.44,65.75,100.37M,1.19%
11/14/2019,65.66,65.94,66.22,65.53,89.58M,-0.70%
11/13/2019,66.12,65.28,66.19,65.27,103.27M,0.96%
11/12/2019,65.49,65.39,65.7,65.23,87.39M,-0.09%
11/11/2019,65.55,64.58,65.62,64.57,82.03M,0.80%
11/8/2019,65.03,64.67,65.11,64.21,70.08M,0.26%
11/7/2019,64.86,64.69,65.09,64.53,94.94M,0.86%
11/6/2019,64.31,64.19,64.37,63.84,75.86M,0.05%
11/5/2019,64.28,64.26,64.55,64.08,79.90M,-0.16%
11/4/2019,64.38,64.33,64.46,63.84,103.27M,0.67%
11/1/2019,63.95,62.38,63.98,62.29,151.13M,2.83%
10/31/2019,62.19,61.81,62.29,59.31,139.16M,2.27%
10/30/2019,60.81,61.19,61.33,60.3,124.52M,-0.02%
10/29/2019,60.82,62.24,62.44,60.64,142.84M,-2.31%
10/28/2019,62.26,61.85,62.31,61.68,96.57M,0.99%
10/25/2019,61.65,60.79,61.68,60.72,73.48M,1.23%
10/24/2019,60.9,61.13,61.2,60.45,71.67M,0.16%
10/23/2019,60.8,60.52,60.81,60.3,79.73M,1.35%
10/22/2019,59.99,60.29,60.55,59.91,90.74M,-0.23%
10/21/2019,60.13,59.38,60.25,59.33,89.47M,1.74%
10/18/2019,59.1,58.65,59.4,58.57,97.51M,0.48%
10/17/2019,58.82,58.77,59.04,58.38,69.09M,0.39%
10/16/2019,58.59,58.34,58.81,58.3,77.15M,-0.41%
10/15/2019,58.83,59.1,59.41,58.72,92.16M,-0.24%
10/14/2019,58.97,58.73,59.53,58.67,97.65M,-0.14%
10/11/2019,59.05,58.24,59.41,58.08,167.96M,2.66%
10/10/2019,57.52,56.98,57.61,56.83,115.85M,1.34%
10/9/2019,56.76,56.76,56.95,56.41,76.12M,1.18%
10/8/2019,56.1,56.45,57.02,56.08,117.13M,-1.18%
10/7/2019,56.77,56.57,57.48,56.46,123.56M,0.04%
10/4/2019,56.75,56.41,56.87,55.97,139.02M,2.81%
10/3/2019,55.2,54.61,55.24,53.78,121.41M,0.84%
10/2/2019,54.74,55.77,55.9,54.48,143.07M,-2.51%
10/1/2019,56.15,56.27,57.05,56.05,144.75M,0.29%
9/30/2019,55.99,55.23,56.15,55.2,105.27M,2.36%
9/27/2019,54.7,55.13,55.24,54.32,101.45M,-0.49%
9/26/2019,54.97,55,55.23,54.71,76.35M,-0.52%
9/25/2019,55.26,54.64,55.38,54.29,89.92M,1.54%
9/24/2019,54.42,55.26,55.62,54.3,125.74M,-0.48%
9/23/2019,54.68,54.74,54.96,54.41,77.68M,0.46%
9/20/2019,54.43,55.34,55.64,54.37,231.91M,-1.47%
9/19/2019,55.24,55.5,55.94,55.09,88.75M,-0.81%
9/18/2019,55.69,55.27,55.71,54.86,102.57M,0.94%
9/17/2019,55.17,54.99,55.2,54.78,73.55M,0.35%
9/16/2019,54.98,54.43,55.03,54.39,84.63M,0.53%
9/13/2019,54.69,55,55.2,54.26,159.05M,-1.94%
9/12/2019,55.77,56.2,56.6,55.72,128.91M,-0.23%
9/11/2019,55.9,54.52,55.93,54.43,177.16M,3.19%
9/10/2019,54.17,53.47,54.2,52.93,127.11M,1.18%
9/9/2019,53.54,53.71,54.11,52.77,109.24M,0.43%
9/6/2019,53.31,53.51,53.6,53.13,77.45M,-0.02%
9/5/2019,53.32,53,53.49,52.88,95.79M,1.95%
9/4/2019,52.3,52.1,52.37,51.83,76.87M,1.71%
9/3/2019,51.42,51.61,51.74,51.05,80.24M,-1.48%
8/30/2019,52.19,52.54,52.61,51.8,84.65M,-0.11%
8/29/2019,52.25,52.12,52.33,51.66,84.03M,1.69%
8/28/2019,51.38,51.02,51.43,50.83,63.83M,0.67%
8/27/2019,51.04,51.97,52.14,50.88,103.59M,-1.12%
8/26/2019,51.62,51.47,51.8,51.26,104.26M,1.89%
8/23/2019,50.66,52.36,53.01,50.25,187.53M,-4.63%
8/22/2019,53.12,53.3,53.61,52.69,89.07M,-0.08%
8/21/2019,53.16,53.25,53.41,52.9,86.26M,1.08%
8/20/2019,52.59,52.72,53.34,52.58,107.68M,0.00%
8/19/2019,52.59,52.66,53.18,52.51,97.73M,1.88%
8/16/2019,51.62,51.07,51.79,50.96,115.25M,2.34%
8/15/2019,50.44,50.87,51.28,49.92,111.53M,-0.49%
8/14/2019,50.69,50.79,51.61,50.65,146.19M,-2.97%
8/13/2019,52.24,50.26,53.03,50.21,190.16M,4.23%
8/12/2019,50.12,49.91,50.51,49.79,89.93M,-0.26%
8/9/2019,50.25,50.33,50.69,49.82,98.48M,-1.20%
8/8/2019,50.86,50.05,50.88,49.85,108.04M,2.21%
8/7/2019,49.76,48.85,49.89,48.45,133.46M,1.04%
8/6/2019,49.25,49.08,49.52,48.51,143.30M,1.88%
8/5/2019,48.34,49.5,49.66,48.15,209.57M,-5.23%
8/2/2019,51.01,51.38,51.61,50.41,163.45M,-2.11%
8/1/2019,52.11,53.48,54.51,51.69,216.07M,-2.16%
7/31/2019,53.26,54.1,55.34,52.83,277.13M,2.03%
7/30/2019,52.2,52.19,52.54,51.83,135.74M,-0.42%
7/29/2019,52.42,52.12,52.66,52.11,86.69M,0.92%
7/26/2019,51.94,51.87,52.43,51.78,70.48M,0.35%
7/25/2019,51.76,52.22,52.31,51.68,55.64M,-0.79%
7/24/2019,52.17,51.92,52.29,51.79,59.97M,-0.08%
7/23/2019,52.21,52.12,52.23,51.82,73.42M,0.79%
7/22/2019,51.8,50.91,51.81,50.9,89.11M,2.27%
7/19/2019,50.65,51.45,51.62,50.59,83.72M,-1.48%
7/18/2019,51.41,51,51.47,50.92,74.33M,1.12%
7/17/2019,50.84,51.01,51.27,50.82,56.43M,-0.55%
7/16/2019,51.12,51.15,51.53,50.88,67.47M,-0.35%
7/15/2019,51.3,51.02,51.47,51,67.79M,0.92%
7/12/2019,50.83,50.61,51,50.55,70.38M,0.77%
7/11/2019,50.44,50.83,51.1,50.43,80.77M,-0.73%
7/10/2019,50.81,50.46,50.93,50.39,71.59M,0.99%
7/9/2019,50.31,49.8,50.38,49.7,82.31M,0.60%
7/8/2019,50.01,50.2,50.35,49.6,101.35M,-2.06%
7/5/2019,51.06,50.84,51.27,50.73,69.06M,-0.08%
7/3/2019,51.1,50.82,51.11,50.67,45.45M,0.83%
7/2/2019,50.68,50.35,50.78,50.34,67.74M,0.58%
7/1/2019,50.39,50.79,51.12,50.16,109.27M,1.84%
